cert,docket,rssdhcr,fed_rssd,hctmult,name,city,stalp,zip,repdte,bkclass,idntilrq,idntigrq,intincyq,intexpyq,nimyq,noniiayq,nonixayq,elnatryq,noijyq,roaq,roaptxq,roeq,roeinjrq,ntlnlsqr,elnatqr,iderncvq,eeffqr,astempm,iddivnir,ernastr,lnatresr,lnresncr,nperfv,nclnlsr,lnlsntv,lnlsdepr,idlncorr,depdastr,eqv,rbc1aaj,cblrind,idt1cer,idt1rwajr,rbcrwaj,asset2,ernast2,eq2,lnlsgr2
4829,0,2706726,746223,0,1880 BANK,Cambridge,MD,21613,6/30/2017,SM,,,4.33896717,0.21081676,4.12815041,0.685629375,2.735118621,1.60E-02,1.043241818,1.043241818,1.628986338,7.192960082,,0,,,60.10698198,6.598081633,,89.14681447,0.671436525,21.28276044,2.437938052,3.154837584,73.94295188,88.45793787,93.77113226,83.59108708,14.69814974,13.25386998,,17.38338072,17.38338072,18.15781209,324373.5,290299.5,47046,240923
57899,0,4526496,3317192,0,1ST ADVANTAGE BANK,Saint Peters,MO,63376,6/30/2017,NM,,,4.518077507,0.789970607,3.7281069,0.518075184,3.413446976,8.77E-02,0.388556388,0.388556388,0.388556388,4.42620025,,-4.97E-02,-210,,87.75510204,5.477833333,,90.19381142,0.939401795,139.6330275,6.040506689,0.672764755,81.38659851,106.4635958,117.3782673,76.44547216,8.57699212,8.919944607,,9.951879983,9.951879983,10.84941265,95739,86585.5,8404.5,80427.5
22039,0,1128415,564856,0,1ST BANK,Broadus,MT,59317,6/30/2017,SM,,,3.802966222,0.155036992,3.64792923,0.313744917,2.047598407,0,1.568724586,1.568724586,1.568724586,12.63507897,,7.023029283,0,0.433789954,56.62100457,5.290444444,,86.29604738,2.139800285,,0,0,53.30785063,61.18356032,61.18356032,87.12773554,12.63703953,12.63650874,,20.1615065,20.1615065,22.02117679,48447,43860.5,6015,24946.5
16419,17301,1055780,419255,0,1ST BANK & TRUST,Broken Bow,OK,74728,6/30/2017,SM,,,4.633813591,0.2176536,4.416159991,0.929393123,2.208374486,0.170530848,2.529540917,2.529540917,2.529540917,26.30217953,,-1.84E-02,-1500,,44.99131442,3.5476,,90.26454504,1.156920012,937.6146789,7.68E-02,0.123389708,61.53173977,68.34323463,69.32041918,90.03340286,9.72136092,9.681690101,,15.55851366,15.55851366,16.7212779,140737,126807,13535,87067.5
4122,0,,350657,0,1ST BANK IN HOMINY,Hominy,OK,74035,6/30/2017,SM,,,3.493959781,0.379566661,3.114393119,0.751191343,2.920256344,0.131458485,0.704241884,0.704241884,0.704241884,8.800234673,,8.67E-02,350,22.25,77.75,3.057214286,,95.6332796,0.818916427,43.51585014,0.953248756,1.881880796,42.72797365,47.89064341,51.21397967,89.21987804,8.013831453,8.150344795,,19.22927425,19.22927425,20.06774391,42599,41099.5,3409,18449.5
30367,5236,3848427,148470,0,1ST BANK OF SEA ISLE CITY,Sea Isle City,NJ,8243,6/30/2017,SB,,,3.735006787,0.204731068,3.530275719,0.164853886,2.949415564,0,0.336236639,0.336236639,0.452124024,3.302208151,,3.84E-02,0,17.3125,86.70825336,5.85597619,,91.80934414,0.586571761,54.1781959,1.249029278,1.082671268,67.4618115,76.92375451,81.15379912,87.69958244,10.18739505,10.33058192,,18.06189313,18.06189313,18.76761604,245065.5,224685,24953,166786
57298,0,3559844,3048487,0,1ST BANK YUMA,Yuma,AZ,85364,6/30/2017,NM,,,4.680279738,0.116467791,4.563811948,0.767977697,3.20735891,0.078901818,1.077009818,1.077009818,1.655623152,10.13002675,,5.54E-03,2000,439.6666667,64.12985631,4.656090909,,91.45173152,0.969412948,340.589198,0.198827212,0.284628213,69.17787714,78.04778653,81.09288575,88.63528386,10.68525425,10.02608635,,12.4334307,12.4334307,13.29898654,304175.5,278188.5,32339.5,216584
32487,8322,1064791,941653,0,1ST CAMERON STATE BANK,Cameron,MO,64429,6/30/2017,NM,,,2.871910785,0.226030015,2.645880769,0.294841082,2.333090303,0,0.333298615,0.333298615,0.5127671,4.232804233,,0,,,81.98198198,4.353428571,,96.36411367,0.951389388,,0,0,45.26645665,60.01261638,63.16307608,75.4282339,8.105270066,8.105270066,,19.99352436,19.99352436,21.06605148,62406.5,60169,4914,27692.5
58485,0,,3594797,0,1ST CAPITAL BANK,Salinas,CA,93901,6/30/2017,NM,,,3.655380185,0.124296569,3.531083616,0.175037367,2.534800382,0.01800796,0.615872216,0.615872216,0.978192361,6.904487917,,-7.74E-03,-312.5,,71.7870257,7.052303797,,94.88810551,1.490114057,2073.421927,5.40E-02,7.19E-02,74.05534057,81.73839656,82.43674174,90.60043221,9.024970743,9.027022296,,12.85159866,12.85159866,14.10616372,555310,527770,49533,413690
35456,0,3118513,2920773,0,1ST COLONIAL COMMUNITY BANK,Collingswood,NJ,8108,6/30/2017,NM,,,3.924321853,0.489629763,3.43469209,0.806948241,2.608635014,0.219219629,0.835234645,0.84780638,1.333389644,12.22074355,,0.187636513,158.5227273,11.08522727,62.98615064,8.439163934,,97.09356649,1.239203317,193.398533,0.480585249,0.640751146,73.47515196,79.81961335,90.9283664,92.05150071,6.9677091,6.933007181,,10.51859894,10.51859894,11.77062345,509078.5,494251,35317,375193.5
